"Data Table: Acute myocardial infarction, Crude incidence rate, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Rate (per 100,000)","Standard Error","Lower 95%_CI","Upper 95%_CI","Rate CV (%)","Counts","Population",
"Nunavut","Females","Total","20+","2013–2014","","","","","","","",
"Nunavut","Males","Total","20+","2013–2014","132","34.05","74","217","25.82","15","11375",
"Nunavut","Both sexes","Total","20+","2014–2015","88","19.73","54","136","22.36","20","22665",
"Nunavut","Females","Total","20+","2014–2015","","","","","","","",
"Nunavut","Males","Total","20+","2014–2015","130","33.52","73","214","25.82","15","11555",
"Nunavut","Both sexes","Total","20+","2015–2016","108","21.55","70","159","20.00","25","23205",
"Nunavut","Females","Total","20+","2015–2016","132","34.00","74","217","25.82","15","11390",
"Nunavut","Males","Total","20+","2015–2016","127","32.77","71","209","25.82","15","11820",
"Nunavut","Both sexes","Total","20+","2016–2017","105","20.95","68","155","20.00","25","23865",
"Nunavut","Females","Total","20+","2016–2017","","","","","","","",
"Nunavut","Males","Total","20+","2016–2017","123","31.85","69","203","25.82","15","12160",
"Nunavut","Both sexes","Total","20+","2017–2018","102","20.41","66","151","20.00","25","24495",
"Nunavut","Females","Total","20+","2017–2018","","","","","","","",
"Nunavut","Males","Total","20+","2017–2018","160","35.81","98","247","22.36","20","12490",
"Nunavut","Both sexes","Total","20+","2018–2019","120","21.99","81","172","18.26","30","24910",
"Nunavut","Females","Total","20+","2018–2019","82","25.93","39","151","31.62","10","12195",
"Nunavut","Males","Total","20+","2018–2019","157","35.19","96","243","22.36","20","12710",
"Nunavut","Both sexes","Total","20+","2019–2020","101","20.16","65","149","20.00","25","24805",
"Nunavut","Females","Total","20+","2019–2020","","","","","","","",
"Nunavut","Males","Total","20+","2019–2020","158","35.41","97","245","22.36","20","12630",
"Nunavut","Both sexes","Total","20+","2020–2021*","80","18.00","49","124","22.36","20","24850",
"Nunavut","Females","Total","20+","2020–2021*","","","","","","","",
"Nunavut","Males","Total","20+","2020–2021*","119","30.60","66","195","25.82","15","12655",
"Nunavut","Both sexes","Total","20+","2021–2022*","159","25.08","113","216","15.81","40","25220",
"Nunavut","Females","Total","20+","2021–2022*","81","25.52","39","148","31.62","10","12390",
"Nunavut","Males","Total","20+","2021–2022*","234","42.71","158","334","18.26","30","12825",
"Nunavut","Both sexes","Total","20+","2022–2023*","137","23.19","96","191","16.90","35","25515",
"Nunavut","Females","Total","20+","2022–2023*","120","30.90","67","197","25.82","15","12535",
"Nunavut","Males","Total","20+","2022–2023*","116","29.85","65","191","25.82","15","12975",


"Notes: ",
"1. CI: Confidence Interval.",
"2. CV: Coefficient of variation.",
"3. *Many CCDSS measures, such as chronic disease incidence, were influenced by the COVID-19 pandemic. Changes in such measures may be driven by multiple factors, including (but not limited to) differences in healthcare seeking behaviour, the availability and use of healthcare services, as well as true changes in health status.  As such, CCDSS measures should be used cautiously when making inferences about population health during the COVID-19 pandemic. Guidance for data users on examining the impacts of the COVID-19 pandemic on CCDSS measures can be accessed below.",
"4. Data suppression: Estimates are not reported when the counts are less than 10 or the coefficient of variation is greater than 33.3%.",
"5. Due to periodic updates of the historical surveillance data, estimates for a particular disease and year may change over time, and may not be comparable to previous editions. ",
"6. Crude estimates are based on randomly rounded counts to an adjacent multiple of 5. Crude estimates represent the actual impact of the disease, but do not take into account differences in age distributions across years or between geographical areas. Crude estimates should not be used to compare data across years if there are significant changes in the age distribution of the population over time or between geographical areas with different age structures.",
"7. Nunavut data are excluded before 2005–2006.",
"8. Newfoundland and Labrador data are excluded before 2008–2009. ",
"9. Yukon data are excluded before 2010–2011.  ",
"10. The modernization of the Quebec billing system for fee-for-service medical services by the Régie de l'assurance maladie du Québec (RAMQ) in 2016 has resulted in a decrease in the entry of diagnostic codes in the fee-for-service medical services file. Data for 2016–2017 and subsequent years should therefore be interpreted with caution, as a slight underestimation is suspected. ",
"11. These data were made possible through collaboration between PHAC and the respective provincial and territorial governments of British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador, Northwest Territories, Yukon, and Nunavut. No endorsement by the provinces and territories is intended or should be inferred. Provincial and territorial data were contributed to the CCDSS as of July 2024.",

"Source: ",
"Canadian Chronic Disease Surveillance System 2024",

"https://health-infobase.canada.ca/CCDSS/data-tool/",
"https://sante-infobase.canada.ca/SCSMC/outil-de-donnees/",
"Date downloaded: 2024-12-17"
